Date,Time,Session,Session Title,Chairs,Presenters,Organizing Groups
13/04,14:45 - 15:45,SY099,"How innovations of AMR and HAI surveillance systems help the clinical practice","Pascal ASTAGNEAU; Mandy WOOTTON","The EUCAST system in surveillance of AMR: S�ren G. GATERMANN | Insights into developments in the surveillance of HAIs: Diamantis PLACHOURAS","EUCAST Steering Committee, EUCIC Steering Committee, European Centre for Disease Prevention and Control (ECDC)"
13/04,14:45 - 15:45,SY100,"The challenge of a healthy microbiota in neonates","Maria VEHRESCHILD; Walter ZINGG","Infant gut microbiome development: Debby BOGAERT | Metagenomic signatures and antibiotic disruption of the gut microbiome in neonates: Gautam DANTAS","ESCMID Study Group for Nosocomial Infections (ESGNI), European Society of Paedriatic Infectious Diseases (ESPID)"
13/04,15:00 - 15:20,IPT22,"Microbiological diagnosis of sepsis: an emerging molecular approach in a clinical microbiology laboratory setting","","Microbiological diagnosis of sepsis: an emerging molecular approach in a clinical microbiology laboratory setting: Nicasio MANCINI","Not specified"
13/04,15:00 - 18:30,Movie Session,"Behind the scenes: Contagion","William HANAGE; Luigia SCUDELLER","","Not specified"
13/04,15:30 - 15:50,IPT23,"Molecular testing for intestinal protozoa: how a laboratory developed test compares to one that is FDA-cleared","","Molecular testing for intestinal protozoa: how a laboratory developed test compares to one that is FDA-cleared: Susan MADISON-ANTENUCCI","Not specified"
13/04,16:00 - 16:20,IPT24,"Implementation of pan-enteric PCR screening at a UK general district hospital - benefits, pitfalls and lessons learnt","","Implementation of pan-enteric PCR screening at a UK general district hospital - benefits, pitfalls and lessons learnt: Elisabetta SAVANCO","Not specified"
13/04,16:15 - 17:15,EF065,"The Antibiotic bakery: Novel compounds in the pipeline","Susanne HAEUSSLER","In vitro activity and in vivo proof-of-efficacy of epimutilin derivatives AR-7732, AR-7731, AR-9842 and AR-10058 against AMR bacterial pathogens: Susanne PAUKNER | SC5005 and DHA: A Novel, Rapid-Acting Combination Therapy for Biofilm Eradication in Catheter-Associated Infections: Yeo HUI HUI | In vitro potency of ceftibuten with xeruborbactam against β-lactamase-producing isolates of Enterobacterales (ENT) from the SENTRY global surveillance programme: Olga LOMOVSKAYA | Effect of novel antimicrobial peptides SET-M33L and SET-M33L-PEG on Pseudomonas aeruginosa biofilm formation.: Alessio FONTANOT | Broad spectrum coverage of serine β-lactamase and high in vitro potency against KPC- and OXA-48-like-producing Enterobacterales of meropenem in combination with the novel diazabyciccloctane β-lactamase inhibitor ANT3310: Luc�a S�NCHEZ-PE�A | Antibacterial potential of D-limonene and diallyl disulfide and their interaction with gentamicin against multidrug-resistant Pseudomonas aeruginosa in rat pneumonia model: Yasir ALMUHANNA | In vivo pharmacokinetic/pharmacodynamic targets of a novel macrolide antibiotic nafithromycin, determined in neutropenic murine lung infection model of Streptococcus pneumoniae: Anouk Edwina MULLER | NiPharmins: novel low resistance-inducing antimicrobials with antibiofilm activity against Staphylococcus aureus: Alexandra Isabel NUNES","Not specified"
13/04,16:15 - 17:15,EF066,"Modelling infectious disease burden and impact of vaccination","David FISMAN","Evaluating the Impact of Re-vaccination on Pneumococcal Disease in Individuals Previously Vaccinated with PPSV23 in Germany: Comparative Approach: Oluwaseun SHAROMI | Modeling the public health impact of a 21-valent PCV in the Canadian adult population: Oluwaseun SHAROMI | Estimating the health and economic burden of pneumococcal diseases attributable to PCV21 (V116) vs. PCV20 or PPSV23 serotypes among adults in Norway: Zinan YI | Shifting from risk-based to age-based approach for pneumococcal vaccination in adults in France: a comprehensive evaluation: Oluwaseun SHAROMI | The socio-economic value of adult respiratory immunisation programmes in the United Kingdom – Are we measuring what matters to society?: Cale HARRISON | Improving Danish all-cause mortality monitoring by nowcasting weekly deaths: Albert KALN�S | Modelling to identify an optimal ring vaccination strategy to mitigate a smallpox outbreak: Valentina COSTANTINO | The impact of introducing meningococcal C/ACWY booster vaccination among adolescents in Germany: a dynamic transmission modelling study: Felix G�NTHER | Potential public health impacts of gonorrhoea vaccination programmes under declining incidences: a modelling analysis: Lin GENG","Not specified"
13/04,16:15 - 17:15,EF067,"Blood parasitology at its best","Miriam Jos� �LVAREZ-MART�NEZ","Unexepected P.malariae diagnosis in Italian woman with no history of travel to endemic areas: Andrea BUSNI | A blue-hued mystery: Primaquine-induced methemoglobinemia in mixed infection with Plasmodium vivax and Plasmodium falciparum: Ummu Afeera ZAINULABID | Trick or Treat? An unrelenting malaria case: Catherine UHOMOIBHI | ""64% Parasitaemia in Falciparum Malaria: Challenges in Managing Severe Infection and Delayed Haemolysis"": Fiona MURPHY | Benznidazole treatment in Chagas Disease: a case series in Luigi Sacco Hospital, Milan (Italy): Federico SABAINI | The Challenge of Managing Visceral Leishmaniasis in Immunocompromised Patients: Serena VITA | Diagnosis and management of visceral leishmaniasis in children in France : a national retrospective study: Justine DE LARMINAT | Chronic cutaneous leishmaniasis following visceral leishmaniasis in a pediatric patient: a rare report of extensive facial involvement: Alpana MOHTA | Therapeutic challenges in the management of Disseminated leishmaniasis in a patient with HIV co-infection: Neetha T R","Not specified"
13/04,16:15 - 17:15,EF068,"A global perspective on antimicrobial resistance surveillance","Mirfin MPUNDU","Global, regional and country-level prevalence of antimicrobial resistance in human bacterial infections under surveillance in WHO's Global Antimicrobial Resistance and Use Surveillance System (GLASS): Esther VAN KLEEF | Comparative analysis of antimicrobial resistance (AMR) burden across european countries: Achim D�RRE | Setting up a regional AMR surveillance network in the Netherlands: challenges and opportunities: Carsten VAN ROSSUM | Bridging gaps in antimicrobial resistance surveillance: the CAESAR network's first decade: Robin JANSSEN | Global, regional, and national temporal trends in mortality for carbapenem-resistant bacteria from 1990 to 2021: An age-period-cohort analysis: Chen ZHIHUI | Global Trends and Impact of Antimicrobial Resistance in Paediatric Populations: An Analysis Using WHO AWaRe Classification and Priority Pathogens: Joseph HARWELL | Antibiotic resistance profile and comparative evaluation of WHO AWaRe Guidelines at the Emergency's Children's Surgical Hospital in Uganda: Lucia BARCELLINI | Initiatives in antimicrobial resistance surveillance: Using automated bacteraemia surveillance for hospital-wide multidrug resistance monitoring: Ferenc Darius RUETHER | Global and regional prevalence of antimicrobial resistance in GLASS target bacterial pathogens for bloodstream, urinary tract and gastrointestinal infections: a systematic review of the global literature (2019-2024): Benjamin CADDEY","Not specified"
13/04,16:15 - 17:15,KN103,"Tuberculosis: where are we now and where should we be","Jon S. FRIEDLAND; Delia GOLETTI",": Guy THWAITES","Not specified"
13/04,16:15 - 17:15,ME108,"Navigating travel medicine: expert tips for safe international travel","",": Sophie SCHNEITLER; Andreas NEUMAYR","Not specified"
13/04,16:15 - 17:15,MEET80,"Antimicrobial Resistance Surveillance Study Group open meeting (ESGARS)","Ini ADEBIYI; Yesim BESLI; Iva BUTIC; Antonio OLIVER; Spyros POURNARAS","","Not specified"
13/04,16:15 - 17:15,MEET81,"Nosocomial Infections Study Group open meeting (ESGNI)","Cansu CIMEN; Stephanie J. DANCER; Elisabeth PRESTERL; Margreet C. VOS; Walter ZINGG","","Not specified"
13/04,16:15 - 17:15,OS063,"Improving blood culture diagnostics: rethinking the basics","Direk LIMMATHUROTSAKUL; Pilar RETAMAR GENTIL","Blood culture volume, guideline adherence and pathogen yield of 35,433 paediatric blood cultures in Germany: Johannes FORSTER | Changing the paradigm: are two sets of blood cultures always needed?: Rossana ROSA | Evaluating clinical and economic empact of reducing blood culture incubation timings: Time to shift the paradigm?: Ruchika GUPTA (BAGGA) | Revolutionizing hospital workflows with blood culture-free ultra-rapid antimicrobial susceptibility testing: A clinical pilot study: Sunghoon KWON | Human in vivo footprints from blood plasma for improved diagnostics in sepsis: Mirko SONNTAG","Not specified"
13/04,16:15 - 17:15,OS064,"Viral immune response - nature or nurture? Exploring the limits of immune response","Malin FLODSTR�M-TULLBERG; Florian KRAMMER","Orthopoxvirus-specific antibody dynamics up to two years after monkeypoxvirus infection or vaccination: Christophe VAN DIJCK | DENG-VAC study: preliminary data on immunogenity and reactogenity of Qdenga vaccine versus natural infection: Alessandra D'ABRAMO | Long-Lasting Immunity Followed by Natural CCHFV Infection: Hanife Nur KARAKOC | Why does rabies virus not induce an anti-viral immune response : insights from experimental models and a human cohort: Corine GEURTS VAN KESSEL | Establishing a human challenge model for human metapneumovirus: disease characteristics and immune responses: Nicolas NOULIN","Not specified"
13/04,16:15 - 17:15,SY104,"Targeted vs. standard perioperative prophylaxis in Solid Organ Transplant with MDR Gram-negative colonisation","Elda RIGHI; David VAN DUIN","Standard prophylaxis: Maddalena GIANNELLA | Targeted approaches: Maristela P. FREIRE","European Association for the study of the liver (EASL)"
13/04,16:15 - 17:15,SY105,"Novel beta-lactams and beta-lactamase inhibitors: a diagnostic and therapeutic approach","Robert A. BONOMO; Arjana TAMBIC ANDRASEVIC","Novel beta-lactams and beta-lactamase inhibitors: challenges for laboratory diagnostics: Anna SRAMKOVA | Clinical perspectives of novel beta-lactams and beta-lactamase inhibitors: Parikshit PRAYAG","EUCAST Steering Committee"
13/04,16:15 - 17:15,SY106,"Strain dynamics in determining gut microbial colonisation resistance","Silvio Daniel BRUGGER; Li Yang HSU","Strain dynamics in serious bacterial infections in infants: Drew SCHWARTZ | Long-term colonisation dynamics of carbapenemase-producing Enterobacterales: Niranjan NAGARAJAN","Not specified"
13/04,16:15 - 17:15,SY107,"Communicating (your) ID science for policy and societal impact","Leonard LEIBOVICI; Ines STEFFENS","Communicating to policy makers and for societal impact: Bal�zs BABARCZY | Influencing behaviour through the media and a multichannel communications strategy: Charlotte HUTCHINSON","CMI Board of Editors"
13/04,16:15 - 17:45,IS31,"The challenges of keeping patients on antifungals. Can new thinking help us?","Cornelia LASS-FL�RL; Malgorzata MIKULSKA","Welcome and Introduction: Cornelia LASS-FL�RL | Challenges and future goals in selecting the right antifungal treatment: Ali OMRANI | Data-driven insights for antifungal treatment selection: Dennis NEOFYTOS | Time to rethink? New ways in which current antifungal treatments can be applied: Thomas HARRISON | Panel Discussion and Q&A: Cornelia LASS-FL�RL | Meetign Close: Cornelia LASS-FL�RL","Gilead Sciences Inc"
13/04,16:15 - 17:45,IS32,"Real life challenges in Gram-positive infections: what's the real deal?","Marlene AMARA; Alex SORIANO","Welcome and Introduction: Alex SORIANO | Daily microbiological challenges to optimise treatment for serious G+ (and polymicrobial) infections: Stefania STEFANI | Real life scenarios clinicians face when managing complicated G+ infections: Marco BONGIOVANNI | Untangling the universe of complicated G+ and polymicrobial skin and skin structure infections: Matteo BASSETTI | Panel Discussion and Q&A: Alex SORIANO | Closing Remarks: Alex SORIANO","MENARINI GROUP"
